date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:28	10178/10178	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:26%20GMT	https://metaverse.tech2edge.co/robots.txt		(from )
11:31:30	136141/136141	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2009:58:25%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/index.html	(from )
11:31:31	162697/162697	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Oct%202023%2005:35:20%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/onsenui2.min.css	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/onsenui2.min.css	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:31	35464/35464	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Oct%202023%2008:43:04%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/style.css	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/style.css	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:31	5192/5192	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2017:33:47%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/PTlogoresize.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/PTlogoresize.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:32	4986/4986	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2017:33:47%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/rivalogoresized.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/rivalogoresized.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:32	1724/1724	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:46%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cart-trolley-shape.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cart-trolley-shape.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:32	481/481	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:48%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/wishlist-heart-shape.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/wishlist-heart-shape.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:33	297088/297088	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2015%20Oct%202023%2005:36:20%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/js/onsenui.min.js	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/js/onsenui.min.js	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:36	154839/154839	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:53%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/portrait-girl-h396.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/portrait-girl-h396.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
